longitude,latitude
-44.07,-8.45
-80.5351,35.8104
-97.2224,32.8331
-79.3461,42.4441
-77.85,21.4
-123.2,49.4
-82.25,37.3833
-101.0528,34.4097
138.7725,-34.2778
-97.3284,30.2154
-81.533,35.3396
5.2264,60.2892
-112.1437,33.3925
-122.9861,44.9357
-109.8608,34.0722
31.0,-25.13
-106.1924,38.5432
8.45,50.217
70.9,40.0
-51.75,-30.6
-92.3808,44.0611
-111.95,49.0
147.4667,-33.4667
-97.4436,35.2416
27.6667,64.2831
-97.3131,32.8659
133.25,34.45
-105.95,28.7667
8.5044,62.8053
-103.6167,20.4333
-104.5,45.4667
152.7456,-31.7547
-80.95,26.7333
-96.2215,30.714
-106.8087,40.4532
-106.45,34.1167
-75.7491,38.1393
-81.6189,35.5119
-105.0241,40.6825
-104.8528,40.4936
-80.2874,35.9925
-96.4278,28.4342
13.87,55.87
